Record,Action,Time,Policy,Enforcement,User,Log Level,From resource name,To resource name,Host,Application,Attributes,,,,,,,,,,,,,,,,,,,
142,Rename,2/14/2007,/CE/Department Policy2,Allow/Monitor,andrew.jackson@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
143,Open,12/14/2007,/CE/Department Policy2,Allow/Monitor,andrew.jackson@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
144,Print,11/14/2007,/CE/Department Policy2,Allow/Monitor,andrew.jackson@qapf.qalab01.nextlabs.com,1,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
145,Export,2/14/2008,/CE/Department Policy2,Allow/Monitor,andrew.jackson@qapf.qalab01.nextlabs.com,2,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
146,Copy,8/14/2008,/CE/Department Policy2,Allow/Monitor,andrew.jackson@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
147,Move,9/14/2008,/CE/Department Policy2,Allow/Monitor,andrew.jackson@qapf.qalab01.nextlabs.com,1,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
148,Delete,9/18/2008,/CE/Department Policy2,Deny,andrew.jackson@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development

Department:Engineering; Business Process:Product Development; user7: jimmy.carter@qapf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Attach to Item,8/17/2005,/CE/Department Policy1,Allow/Monitor,jimmy.carter@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/a.doc,X,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/cnqa/reporter/reporterprd.pdf,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/a.doc,Created by:pf-https2\Administrator,Modified by:qapf\john.tyler,Date Created:11-05-2007,Date Modified:08-17-2008,Format:doc,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
150,Create/Edit,2/14/2006,/CE/Department Policy2,Allow/Monitor,jimmy.carter@qapf.qalab01.nextlabs.com,2,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
151,Rename,2/14/2007,/CE/Department Policy2,Allow/Monitor,jimmy.carter@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
152,Open,12/14/2007,/CE/Department Policy2,Allow/Monitor,jimmy.carter@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
153,Print,11/14/2007,/CE/Department Policy2,Allow/Monitor,jimmy.carter@qapf.qalab01.nextlabs.com,1,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
154,Export,2/14/2008,/CE/Department Policy2,Allow/Monitor,jimmy.carter@qapf.qalab01.nextlabs.com,2,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
155,Copy,8/14/2008,/CE/Department Policy2,Allow/Monitor,jimmy.carter@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
156,Move,9/14/2008,/CE/Department Policy2,Allow/Monitor,jimmy.carter@qapf.qalab01.nextlabs.com,1,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
157,Delete,9/18/2008,/CE/Department Policy2,Deny,jimmy.carter@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
